tripid,vehid,day,seqno,geom,t
2,2,2020-06-03,4,SRID=3857;POINT(482455.51205 6584092.714815),2020-06-03 22:20:07.157322+02
2,2,2020-06-03,4,SRID=3857;POINT(482456.024546 6584087.74115),2020-06-03 22:20:07.818386+02
2,2,2020-06-03,4,SRID=3857;POINT(482456.235201 6584085.696779),2020-06-03 22:20:09.506772+02
2,2,2020-06-03,4,SRID=3857;POINT(482455.376199 6584080.77112),2020-06-03 22:20:10.605531+02
2,2,2020-06-03,4,SRID=3857;POINT(482455.376199 6584080.77112),2020-06-03 22:20:16.157413+02
2,2,2020-06-03,4,SRID=3857;POINT(482454.988423 6584078.547549),2020-06-03 22:20:16.834552+02
2,2,2020-06-03,4,SRID=3857;POINT(482454.543145 6584075.870991),2020-06-03 22:20:17.241553+02
2,2,2020-06-03,4,SRID=3857;POINT(482453.411743 6584071.00068),2020-06-03 22:20:17.741553+02
2,2,2020-06-03,4,SRID=3857;POINT(482453.185047 6584070.02483),2020-06-03 22:20:18.468034+02
2,2,2020-06-03,4,SRID=3857;POINT(482450.925261 6584066.256523),2020-06-03 22:20:19.954876+02
2,2,2020-06-03,4,SRID=3857;POINT(482446.249585 6584064.485068),2020-06-03 22:20:20.749971+02
2,2,2020-06-03,4,SRID=3857;POINT(482444.557787 6584063.844103),2020-06-03 22:20:20.937995+02
2,2,2020-06-03,4,SRID=3857;POINT(482439.58847 6584063.291024),2020-06-03 22:20:21.323939+02
2,2,2020-06-03,4,SRID=3857;POINT(482434.619154 6584062.737945),2020-06-03 22:20:21.630903+02
2,2,2020-06-03,4,SRID=3857;POINT(482419.711206 6584061.078708),2020-06-03 22:20:22.402329+02
2,2,2020-06-03,4,SRID=3857;POINT(482419.243734 6584061.026679),2020-06-03 22:20:22.426518+02
2,2,2020-06-03,4,SRID=3857;POINT(482399.563478 6584057.464726),2020-06-03 22:20:23.455086+02
2,2,2020-06-03,4,SRID=3857;POINT(482395.310044 6584056.694892),2020-06-03 22:20:23.677388+02
2,2,2020-06-03,4,SRID=3857;POINT(482391.793225 6584053.140741),2020-06-03 22:20:23.93453+02
2,2,2020-06-03,4,SRID=3857;POINT(482388.898041 6584050.214824),2020-06-03 22:20:28.050291+02
2,2,2020-06-03,4,SRID=3857;POINT(482385.998835 6584046.141177),2020-06-03 22:20:29.204108+02
2,2,2020-06-03,4,SRID=3857;POINT(482384.912803 6584044.615205),2020-06-03 22:20:29.794541+02
2,2,2020-06-03,4,SRID=3857;POINT(482384.383758 6584039.643273),2020-06-03 22:20:30.563116+02
2,2,2020-06-03,4,SRID=3857;POINT(482383.854713 6584034.67134),2020-06-03 22:20:31.071304+02
2,2,2020-06-03,4,SRID=3857;POINT(482383.777345 6584033.944242),2020-06-03 22:20:31.463345+02
2,2,2020-06-03,4,SRID=3857;POINT(482384.233755 6584031.637485),2020-06-03 22:20:31.915686+02
2,2,2020-06-03,4,SRID=3857;POINT(482385.201577 6584026.732047),2020-06-03 22:20:32.501729+02
2,2,2020-06-03,4,SRID=3857;POINT(482385.814491 6584023.62547),2020-06-03 22:20:32.7686+02
2,2,2020-06-03,4,SRID=3857;POINT(482385.814491 6584023.62547),2020-06-03 22:20:36.589775+02
2,2,2020-06-03,4,SRID=3857;POINT(482382.775469 6584019.751532),2020-06-03 22:20:38.066892+02
2,2,2020-06-03,4,SRID=3857;POINT(482379.497209 6584015.976216),2020-06-03 22:20:38.816892+02
2,2,2020-06-03,4,SRID=3857;POINT(482377.454398 6584013.623669),2020-06-03 22:20:39.128461+02
2,2,2020-06-03,4,SRID=3857;POINT(482374.760466 6584010.894306),2020-06-03 22:20:39.41608+02
2,2,2020-06-03,4,SRID=3857;POINT(482368.048789 6584003.481251),2020-06-03 22:20:40.13608+02
2,2,2020-06-03,4,SRID=3857;POINT(482364.692951 6583999.774723),2020-06-03 22:20:40.73608+02
2,2,2020-06-03,4,SRID=3857;POINT(482361.337112 6583996.068195),2020-06-03 22:20:41.164651+02
2,2,2020-06-03,4,SRID=3857;POINT(482321.067051 6583951.589862),2020-06-03 22:20:45.484651+02
2,2,2020-06-03,4,SRID=3857;POINT(482320.12486 6583950.549211),2020-06-03 22:20:47.652822+02
2,2,2020-06-03,4,SRID=3857;POINT(482316.264054 6583947.372077),2020-06-03 22:20:48.908852+02
2,2,2020-06-03,4,SRID=3857;POINT(482312.403248 6583944.194943),2020-06-03 22:20:49.59246+02
2,2,2020-06-03,4,SRID=3857;POINT(482308.542442 6583941.01781),2020-06-03 22:20:50.062055+02
2,2,2020-06-03,4,SRID=3857;POINT(482304.681636 6583937.840676),2020-06-03 22:20:50.422055+02
2,2,2020-06-03,4,SRID=3857;POINT(482303.349013 6583936.744033),2020-06-03 22:20:55.353594+02
2,2,2020-06-03,4,SRID=3857;POINT(482299.249061 6583933.882147),2020-06-03 22:20:56.711075+02
2,2,2020-06-03,4,SRID=3857;POINT(482295.149109 6583931.02026),2020-06-03 22:20:57.423668+02
2,2,2020-06-03,4,SRID=3857;POINT(482291.049157 6583928.158373),2020-06-03 22:20:57.906761+02
2,2,2020-06-03,4,SRID=3857;POINT(482286.949206 6583925.296486),2020-06-03 22:20:58.27217+02
2,2,2020-06-03,4,SRID=3857;POINT(482285.337519 6583924.171482),2020-06-03 22:21:02.87888+02
2,2,2020-06-03,4,SRID=3857;POINT(482280.980879 6583921.717976),2020-06-03 22:21:04.208669+02
2,2,2020-06-03,4,SRID=3857;POINT(482276.624239 6583919.264471),2020-06-03 22:21:04.913556+02
2,2,2020-06-03,4,SRID=3857;POINT(482272.267599 6583916.810966),2020-06-03 22:21:05.393095+02
2,2,2020-06-03,4,SRID=3857;POINT(482267.910959 6583914.35746),2020-06-03 22:21:05.756467+02
2,2,2020-06-03,4,SRID=3857;POINT(482263.554319 6583911.903955),2020-06-03 22:21:06.116467+02
2,2,2020-06-03,4,SRID=3857;POINT(482263.262864 6583911.739817),2020-06-03 22:21:06.841083+02
2,2,2020-06-03,4,SRID=3857;POINT(482258.674233 6583909.753749),2020-06-03 22:21:08.158623+02
2,2,2020-06-03,4,SRID=3857;POINT(482254.085603 6583907.76768),2020-06-03 22:21:08.860054+02
2,2,2020-06-03,4,SRID=3857;POINT(482249.496972 6583905.781611),2020-06-03 22:21:09.337991+02
2,2,2020-06-03,4,SRID=3857;POINT(482244.908342 6583903.795542),2020-06-03 22:21:09.700442+02
2,2,2020-06-03,4,SRID=3857;POINT(482231.14245 6583897.837336),2020-06-03 22:21:10.780442+02
2,2,2020-06-03,4,SRID=3857;POINT(482230.635121 6583897.617752),2020-06-03 22:21:11.840889+02
2,2,2020-06-03,4,SRID=3857;POINT(482225.844709 6583896.18529),2020-06-03 22:21:13.138029+02
2,2,2020-06-03,4,SRID=3857;POINT(482221.054296 6583894.752828),2020-06-03 22:21:13.833636+02
2,2,2020-06-03,4,SRID=3857;POINT(482216.263883 6583893.320366),2020-06-03 22:21:14.308862+02
2,2,2020-06-03,4,SRID=3857;POINT(482211.473471 6583891.887904),2020-06-03 22:21:14.669752+02
2,2,2020-06-03,4,SRID=3857;POINT(482168.359757 6583878.995748),2020-06-03 22:21:17.909752+02
2,2,2020-06-03,4,SRID=3857;POINT(482168.359757 6583878.995748),2020-06-03 22:21:18.48831+02
2,2,2020-06-03,4,SRID=3857;POINT(482165.212656 6583878.05468),2020-06-03 22:21:19.473747+02
2,2,2020-06-03,4,SRID=3857;POINT(482160.355735 6583876.867114),2020-06-03 22:21:20.223747+02
2,2,2020-06-03,4,SRID=3857;POINT(482155.498813 6583875.679548),2020-06-03 22:21:20.723747+02
2,2,2020-06-03,4,SRID=3857;POINT(482150.641892 6583874.491981),2020-06-03 22:21:21.098747+02
2,2,2020-06-03,4,SRID=3857;POINT(482145.784971 6583873.304415),2020-06-03 22:21:21.458747+02
2,2,2020-06-03,4,SRID=3857;POINT(482142.95989 6583872.613654),2020-06-03 22:21:29.935188+02
2,2,2020-06-03,4,SRID=3857;POINT(482138.209661 6583871.053103),2020-06-03 22:21:31.2952+02
2,2,2020-06-03,4,SRID=3857;POINT(482133.459431 6583869.492552),2020-06-03 22:21:32.00849+02
2,2,2020-06-03,4,SRID=3857;POINT(482128.709202 6583867.932001),2020-06-03 22:21:32.491903+02
2,2,2020-06-03,4,SRID=3857;POINT(482123.958972 6583866.37145),2020-06-03 22:21:32.857495+02
2,2,2020-06-03,4,SRID=3857;POINT(482100.207825 6583858.568694),2020-06-03 22:21:34.657495+02
2,2,2020-06-03,4,SRID=3857;POINT(482100.207825 6583858.568694),2020-06-03 22:21:35.291427+02
2,2,2020-06-03,4,SRID=3857;POINT(482095.470995 6583857.012545),2020-06-03 22:21:36.787195+02
2,2,2020-06-03,4,SRID=3857;POINT(482090.719259 6583855.456589),2020-06-03 22:21:37.537195+02
2,2,2020-06-03,4,SRID=3857;POINT(482090.719259 6583855.456589),2020-06-03 22:21:38.141719+02
2,2,2020-06-03,4,SRID=3857;POINT(482088.802958 6583854.829096),2020-06-03 22:21:38.746645+02
2,2,2020-06-03,4,SRID=3857;POINT(482084.528289 6583853.42042),2020-06-03 22:21:42.604469+02
2,2,2020-06-03,4,SRID=3857;POINT(482079.751668 6583851.942622),2020-06-03 22:21:43.71558+02
2,2,2020-06-03,4,SRID=3857;POINT(482074.975047 6583850.464823),2020-06-03 22:21:44.353877+02
2,2,2020-06-03,4,SRID=3857;POINT(482070.198425 6583848.987025),2020-06-03 22:21:44.801638+02
2,2,2020-06-03,4,SRID=3857;POINT(482065.421804 6583847.509226),2020-06-03 22:21:45.161638+02
2,2,2020-06-03,4,SRID=3857;POINT(482065.347941 6583847.486374),2020-06-03 22:21:45.167204+02
2,2,2020-06-03,4,SRID=3857;POINT(482049.874878 6583834.814188),2020-06-03 22:21:46.607204+02
2,2,2020-06-03,4,SRID=3857;POINT(482047.481163 6583832.853775),2020-06-03 22:21:46.829974+02
2,2,2020-06-03,4,SRID=3857;POINT(482040.31012 6583825.884116),2020-06-03 22:21:47.549974+02
2,2,2020-06-03,4,SRID=3857;POINT(482039.310312 6583824.912387),2020-06-03 22:21:47.650358+02
2,2,2020-06-03,4,SRID=3857;POINT(482035.613214 6583821.546162),2020-06-03 22:21:48.010358+02
2,2,2020-06-03,4,SRID=3857;POINT(482035.613214 6583821.546162),2020-06-03 22:21:48.202984+02
2,2,2020-06-03,4,SRID=3857;POINT(482032.096809 6583818.34446),2020-06-03 22:21:49.629672+02
2,2,2020-06-03,4,SRID=3857;POINT(482029.258162 6583815.579945),2020-06-03 22:21:54.698345+02
2,2,2020-06-03,4,SRID=3857;POINT(482026.345656 6583811.515796),2020-06-03 22:21:55.91339+02
2,2,2020-06-03,4,SRID=3857;POINT(482025.573487 6583810.438303),2020-06-03 22:21:57.707718+02
2,2,2020-06-03,4,SRID=3857;POINT(482023.377545 6583805.946328),2020-06-03 22:21:58.935582+02
2,2,2020-06-03,4,SRID=3857;POINT(482021.181602 6583801.454353),2020-06-03 22:21:59.610761+02
2,2,2020-06-03,4,SRID=3857;POINT(482018.985659 6583796.962379),2020-06-03 22:22:00.076363+02
2,2,2020-06-03,4,SRID=3857;POINT(482018.359984 6583795.682511),2020-06-03 22:22:00.297464+02
2,2,2020-06-03,4,SRID=3857;POINT(482016.488607 6583791.045923),2020-06-03 22:22:00.808889+02
2,2,2020-06-03,4,SRID=3857;POINT(482014.61723 6583786.409335),2020-06-03 22:22:01.190279+02
2,2,2020-06-03,4,SRID=3857;POINT(482003.388968 6583758.589807),2020-06-03 22:22:03.350279+02
2,2,2020-06-03,4,SRID=3857;POINT(482003.388968 6583758.589807),2020-06-03 22:22:04.206976+02
2,2,2020-06-03,4,SRID=3857;POINT(482002.675068 6583756.821023),2020-06-03 22:22:04.779201+02
2,2,2020-06-03,4,SRID=3857;POINT(482000.88317 6583752.153143),2020-06-03 22:22:05.529201+02
2,2,2020-06-03,4,SRID=3857;POINT(481999.091272 6583747.485263),2020-06-03 22:22:06.029201+02
2,2,2020-06-03,4,SRID=3857;POINT(481997.299374 6583742.817384),2020-06-03 22:22:06.404201+02
2,2,2020-06-03,4,SRID=3857;POINT(481991.92368 6583728.813744),2020-06-03 22:22:07.484201+02
2,2,2020-06-03,4,SRID=3857;POINT(481991.92368 6583728.813744),2020-06-03 22:22:08.498353+02
2,2,2020-06-03,4,SRID=3857;POINT(481991.609911 6583727.996377),2020-06-03 22:22:08.761009+02
2,2,2020-06-03,4,SRID=3857;POINT(481989.744313 6583723.35746),2020-06-03 22:22:09.511009+02
2,2,2020-06-03,4,SRID=3857;POINT(481987.878715 6583718.718544),2020-06-03 22:22:10.011009+02
2,2,2020-06-03,4,SRID=3857;POINT(481986.013118 6583714.079628),2020-06-03 22:22:10.386009+02
2,2,2020-06-03,4,SRID=3857;POINT(481976.68513 6583690.885045),2020-06-03 22:22:12.186009+02
2,2,2020-06-03,4,SRID=3857;POINT(481976.68513 6583690.885045),2020-06-03 22:22:13.192805+02
2,2,2020-06-03,4,SRID=3857;POINT(481975.301605 6583687.444831),2020-06-03 22:22:14.305202+02
2,2,2020-06-03,4,SRID=3857;POINT(481973.45857 6583682.796905),2020-06-03 22:22:15.055202+02
2,2,2020-06-03,4,SRID=3857;POINT(481971.615535 6583678.148978),2020-06-03 22:22:15.555202+02
2,2,2020-06-03,4,SRID=3857;POINT(481969.7725 6583673.501051),2020-06-03 22:22:15.930202+02
2,2,2020-06-03,4,SRID=3857;POINT(481958.71429 6583645.613492),2020-06-03 22:22:18.090202+02
2,2,2020-06-03,4,SRID=3857;POINT(481958.71429 6583645.613492),2020-06-03 22:22:19.086412+02
2,2,2020-06-03,4,SRID=3857;POINT(481957.546146 6583642.667564),2020-06-03 22:22:20.037135+02
2,2,2020-06-03,4,SRID=3857;POINT(481955.706723 6583638.018207),2020-06-03 22:22:20.787135+02
2,2,2020-06-03,4,SRID=3857;POINT(481953.867299 6583633.36885),2020-06-03 22:22:21.287135+02
2,2,2020-06-03,4,SRID=3857;POINT(481952.027875 6583628.719493),2020-06-03 22:22:21.662135+02
2,2,2020-06-03,4,SRID=3857;POINT(481931.794214 6583577.576567),2020-06-03 22:22:25.622135+02
2,2,2020-06-03,4,SRID=3857;POINT(481930.963052 6583575.475708),2020-06-03 22:22:25.784804+02
2,2,2020-06-03,4,SRID=3857;POINT(481929.165819 6583570.80988),2020-06-03 22:22:26.144804+02
2,2,2020-06-03,4,SRID=3857;POINT(481928.914773 6583570.158137),2020-06-03 22:22:26.19509+02
2,2,2020-06-03,4,SRID=3857;POINT(481923.445894 6583556.190627),2020-06-03 22:22:27.27509+02
2,2,2020-06-03,4,SRID=3857;POINT(481921.634479 6583551.564274),2020-06-03 22:22:27.63281+02
2,2,2020-06-03,4,SRID=3857;POINT(481886.502799 6583463.298963),2020-06-03 22:22:34.47281+02
2,2,2020-06-03,4,SRID=3857;POINT(481886.502799 6583463.298963),2020-06-03 22:22:35.50098+02
2,2,2020-06-03,4,SRID=3857;POINT(481885.555832 6583460.919789),2020-06-03 22:22:36.269191+02
2,2,2020-06-03,4,SRID=3857;POINT(481883.725889 6583456.266692),2020-06-03 22:22:37.019191+02
2,2,2020-06-03,4,SRID=3857;POINT(481881.895946 6583451.613596),2020-06-03 22:22:37.519191+02
2,2,2020-06-03,4,SRID=3857;POINT(481880.066003 6583446.960499),2020-06-03 22:22:37.894191+02
2,2,2020-06-03,4,SRID=3857;POINT(481861.766574 6583400.429532),2020-06-03 22:22:41.494191+02
2,2,2020-06-03,4,SRID=3857;POINT(481859.936631 6583395.776435),2020-06-03 22:22:42.048037+02
2,2,2020-06-03,4,SRID=3857;POINT(481858.106688 6583391.123339),2020-06-03 22:22:42.452531+02
2,2,2020-06-03,4,SRID=3857;POINT(481850.786917 6583372.510952),2020-06-03 22:22:43.892531+02
2,2,2020-06-03,4,SRID=3857;POINT(481849.811143 6583370.029799),2020-06-03 22:22:44.084492+02
2,2,2020-06-03,4,SRID=3857;POINT(481849.811143 6583370.029799),2020-06-03 22:22:45.803596+02
2,2,2020-06-03,4,SRID=3857;POINT(481849.666428 6583369.677651),2020-06-03 22:22:45.917813+02
2,2,2020-06-03,4,SRID=3857;POINT(481847.803268 6583365.037755),2020-06-03 22:22:46.667813+02
2,2,2020-06-03,4,SRID=3857;POINT(481847.573621 6583364.465857),2020-06-03 22:22:46.729441+02
2,2,2020-06-03,4,SRID=3857;POINT(481845.731133 6583359.817714),2020-06-03 22:22:47.104441+02
2,2,2020-06-03,4,SRID=3857;POINT(481843.888645 6583355.16957),2020-06-03 22:22:47.464441+02
2,2,2020-06-03,4,SRID=3857;POINT(481843.888645 6583355.16957),2020-06-03 22:22:47.826989+02
2,2,2020-06-03,4,SRID=3857;POINT(481842.046157 6583350.521427),2020-06-03 22:22:49.326989+02
2,2,2020-06-03,4,SRID=3857;POINT(481840.203669 6583345.873283),2020-06-03 22:22:50.076989+02
2,2,2020-06-03,4,SRID=3857;POINT(481838.361181 6583341.22514),2020-06-03 22:22:50.576989+02
2,2,2020-06-03,4,SRID=3857;POINT(481837.844298 6583339.92117),2020-06-03 22:22:50.682189+02
2,2,2020-06-03,4,SRID=3857;POINT(481830.456661 6583321.335616),2020-06-03 22:22:52.122189+02
2,2,2020-06-03,4,SRID=3857;POINT(481830.456661 6583321.335616),2020-06-03 22:22:52.869961+02
2,2,2020-06-03,4,SRID=3857;POINT(481829.361753 6583318.581086),2020-06-03 22:22:53.759209+02
2,2,2020-06-03,4,SRID=3857;POINT(481827.543518 6583313.923402),2020-06-03 22:22:54.509209+02
2,2,2020-06-03,4,SRID=3857;POINT(481827.543518 6583313.923402),2020-06-03 22:22:55.160409+02
2,2,2020-06-03,4,SRID=3857;POINT(481826.289335 6583310.710624),2020-06-03 22:22:56.195079+02
2,2,2020-06-03,4,SRID=3857;POINT(481824.450151 6583306.061172),2020-06-03 22:22:56.945079+02
2,2,2020-06-03,4,SRID=3857;POINT(481822.610967 6583301.41172),2020-06-03 22:22:57.445079+02
2,2,2020-06-03,4,SRID=3857;POINT(481820.771783 6583296.762268),2020-06-03 22:22:57.820079+02
2,2,2020-06-03,4,SRID=3857;POINT(481804.219128 6583254.917201),2020-06-03 22:23:01.060079+02
2,2,2020-06-03,4,SRID=3857;POINT(481804.219128 6583254.917201),2020-06-03 22:23:02.00119+02
2,2,2020-06-03,4,SRID=3857;POINT(481802.78979 6583251.30384),2020-06-03 22:23:03.166927+02
2,2,2020-06-03,4,SRID=3857;POINT(481800.955742 6583246.65236),2020-06-03 22:23:03.916927+02
2,2,2020-06-03,4,SRID=3857;POINT(481799.121694 6583242.00088),2020-06-03 22:23:04.416927+02
2,2,2020-06-03,4,SRID=3857;POINT(481797.287645 6583237.3494),2020-06-03 22:23:04.791927+02
2,2,2020-06-03,4,SRID=3857;POINT(481793.619549 6583228.046439),2020-06-03 22:23:05.511927+02
2,2,2020-06-03,4,SRID=3857;POINT(481791.785501 6583223.394959),2020-06-03 22:23:06.311927+02
2,2,2020-06-03,4,SRID=3857;POINT(481791.785501 6583223.394959),2020-06-03 22:23:06.930053+02
2,2,2020-06-03,4,SRID=3857;POINT(481789.988049 6583218.836294),2020-06-03 22:23:08.400122+02
2,2,2020-06-03,4,SRID=3857;POINT(481788.863722 6583215.948732),2020-06-03 22:23:08.864931+02
2,2,2020-06-03,4,SRID=3857;POINT(481787.046949 6583211.290477),2020-06-03 22:23:09.364931+02
2,2,2020-06-03,4,SRID=3857;POINT(481785.230177 6583206.632222),2020-06-03 22:23:09.739931+02
2,2,2020-06-03,4,SRID=3857;POINT(481777.963087 6583187.999203),2020-06-03 22:23:11.179931+02
2,2,2020-06-03,4,SRID=3857;POINT(481777.963087 6583187.999203),2020-06-03 22:23:12.452768+02
2,2,2020-06-03,4,SRID=3857;POINT(481776.407071 6583184.009536),2020-06-03 22:23:13.737476+02
2,2,2020-06-03,4,SRID=3857;POINT(481774.545885 6583179.368848),2020-06-03 22:23:14.487476+02
2,2,2020-06-03,4,SRID=3857;POINT(481772.6847 6583174.728159),2020-06-03 22:23:14.987476+02
2,2,2020-06-03,4,SRID=3857;POINT(481770.823514 6583170.087471),2020-06-03 22:23:15.362476+02
2,2,2020-06-03,4,SRID=3857;POINT(481761.517587 6583146.884029),2020-06-03 22:23:17.162476+02
2,2,2020-06-03,4,SRID=3857;POINT(481760.243481 6583143.707167),2020-06-03 22:23:17.40892+02
2,2,2020-06-03,4,SRID=3857;POINT(481749.19475 6583115.81585),2020-06-03 22:23:21.00892+02
2,2,2020-06-03,4,SRID=3857;POINT(481747.353295 6583111.167298),2020-06-03 22:23:22.50892+02
2,2,2020-06-03,4,SRID=3857;POINT(481745.51184 6583106.518745),2020-06-03 22:23:23.25892+02
2,2,2020-06-03,4,SRID=3857;POINT(481744.480641 6583103.915594),2020-06-03 22:23:23.594914+02
2,2,2020-06-03,4,SRID=3857;POINT(481742.321043 6583098.457473),2020-06-03 22:23:24.299294+02
2,2,2020-06-03,4,SRID=3857;POINT(481733.119256 6583075.212535),2020-06-03 22:23:27.299294+02
2,2,2020-06-03,4,SRID=3857;POINT(481731.278899 6583070.563548),2020-06-03 22:23:28.22237+02
2,2,2020-06-03,4,SRID=3857;POINT(481690.791039 6582968.285822),2020-06-03 22:23:41.42237+02
2,2,2020-06-03,4,SRID=3857;POINT(481688.950682 6582963.636835),2020-06-03 22:23:42.755703+02
2,2,2020-06-03,4,SRID=3857;POINT(481687.110324 6582958.987847),2020-06-03 22:23:43.461585+02
2,2,2020-06-03,4,SRID=3857;POINT(481624.538177 6582800.922271),2020-06-03 22:24:03.861585+02
2,2,2020-06-03,4,SRID=3857;POINT(481623.075604 6582797.227618),2020-06-03 22:24:04.338418+02
2,2,2020-06-03,4,SRID=3857;POINT(481604.59636 6582750.76777),2020-06-03 22:24:10.338418+02
2,2,2020-06-03,4,SRID=3857;POINT(481602.748435 6582746.121785),2020-06-03 22:24:12.338418+02
2,2,2020-06-03,4,SRID=3857;POINT(481600.900511 6582741.4758),2020-06-03 22:24:13.19556+02
2,2,2020-06-03,4,SRID=3857;POINT(481595.356737 6582727.537845),2020-06-03 22:24:14.99556+02
2,2,2020-06-03,4,SRID=3857;POINT(481593.508813 6582722.891861),2020-06-03 22:24:16.328893+02
2,2,2020-06-03,4,SRID=3857;POINT(481591.660888 6582718.245876),2020-06-03 22:24:17.034775+02
2,2,2020-06-03,4,SRID=3857;POINT(481586.117115 6582704.307921),2020-06-03 22:24:18.834775+02
2,2,2020-06-03,4,SRID=3857;POINT(481586.117115 6582704.307921),2020-06-03 22:24:21.343999+02
2,2,2020-06-03,4,SRID=3857;POINT(481586.073006 6582704.197023),2020-06-03 22:24:21.379803+02
2,2,2020-06-03,4,SRID=3857;POINT(481584.361414 6582699.499103),2020-06-03 22:24:22.129803+02
2,2,2020-06-03,4,SRID=3857;POINT(481582.649822 6582694.801183),2020-06-03 22:24:22.729803+02
2,2,2020-06-03,4,SRID=3857;POINT(481580.93823 6582690.103263),2020-06-03 22:24:23.729803+02
2,2,2020-06-03,4,SRID=3857;POINT(481577.515046 6582680.707423),2020-06-03 22:24:24.929803+02
2,2,2020-06-03,4,SRID=3857;POINT(481577.515046 6582680.707423),2020-06-03 22:24:25.1066+02
2,2,2020-06-03,4,SRID=3857;POINT(481576.688772 6582678.439496),2020-06-03 22:24:25.830727+02
2,2,2020-06-03,4,SRID=3857;POINT(481574.641813 6582673.877702),2020-06-03 22:24:26.580727+02
2,2,2020-06-03,4,SRID=3857;POINT(481568.500936 6582660.192322),2020-06-03 22:24:28.380727+02
2,2,2020-06-03,4,SRID=3857;POINT(481567.872269 6582658.791292),2020-06-03 22:24:28.565+02
2,2,2020-06-03,4,SRID=3857;POINT(481559.218007 6582635.337001),2020-06-03 22:24:31.565+02
2,2,2020-06-03,4,SRID=3857;POINT(481558.777466 6582634.143074),2020-06-03 22:24:31.904362+02
2,2,2020-06-03,4,SRID=3857;POINT(481557.162028 6582629.411229),2020-06-03 22:24:32.610244+02
2,2,2020-06-03,4,SRID=3857;POINT(481539.392207 6582577.360931),2020-06-03 22:24:39.210244+02
2,2,2020-06-03,4,SRID=3857;POINT(481539.363347 6582577.276396),2020-06-03 22:24:39.220963+02
2,2,2020-06-03,4,SRID=3857;POINT(481533.249426 6582558.233813),2020-06-03 22:24:41.620963+02
2,2,2020-06-03,4,SRID=3857;POINT(481532.461539 6582555.779837),2020-06-03 22:24:41.930245+02
2,2,2020-06-03,4,SRID=3857;POINT(481531.33309 6582550.908841),2020-06-03 22:24:42.358816+02
2,2,2020-06-03,4,SRID=3857;POINT(481526.819293 6582531.424857),2020-06-03 22:24:43.798816+02
2,2,2020-06-03,4,SRID=3857;POINT(481526.819293 6582531.424857),2020-06-03 22:24:43.992548+02
2,2,2020-06-03,4,SRID=3857;POINT(481526.539342 6582530.216436),2020-06-03 22:24:44.364675+02
2,2,2020-06-03,4,SRID=3857;POINT(481525.382335 6582525.352144),2020-06-03 22:24:45.114675+02
2,2,2020-06-03,4,SRID=3857;POINT(481524.225328 6582520.487852),2020-06-03 22:24:45.614675+02
2,2,2020-06-03,4,SRID=3857;POINT(481523.068321 6582515.62356),2020-06-03 22:24:45.989675+02
2,2,2020-06-03,4,SRID=3857;POINT(481521.911314 6582510.759268),2020-06-03 22:24:46.349675+02
2,2,2020-06-03,4,SRID=3857;POINT(481521.911314 6582510.759268),2020-06-03 22:24:46.595931+02
2,2,2020-06-03,4,SRID=3857;POINT(481520.772992 6582505.973531),2020-06-03 22:24:48.071707+02
2,2,2020-06-03,4,SRID=3857;POINT(481519.897938 6582501.050698),2020-06-03 22:24:48.821707+02
2,2,2020-06-03,4,SRID=3857;POINT(481519.022883 6582496.127866),2020-06-03 22:24:49.321707+02
2,2,2020-06-03,4,SRID=3857;POINT(481519.022883 6582496.127866),2020-06-03 22:24:51.463902+02
2,2,2020-06-03,4,SRID=3857;POINT(481518.435283 6582492.822181),2020-06-03 22:24:52.471152+02
2,2,2020-06-03,4,SRID=3857;POINT(481517.561773 6582487.899074),2020-06-03 22:24:53.221152+02
2,2,2020-06-03,4,SRID=3857;POINT(481517.561773 6582487.899074),2020-06-03 22:24:57.501764+02
2,2,2020-06-03,4,SRID=3857;POINT(481517.210769 6582485.920812),2020-06-03 22:24:58.104512+02
2,2,2020-06-03,4,SRID=3857;POINT(481517.210769 6582485.920812),2020-06-03 22:25:00.377654+02
2,2,2020-06-03,4,SRID=3857;POINT(481516.353608 6582481.096899),2020-06-03 22:25:01.847496+02
2,2,2020-06-03,4,SRID=3857;POINT(481515.666593 6582476.144323),2020-06-03 22:25:04.155188+02
2,2,2020-06-03,4,SRID=3857;POINT(481514.979578 6582471.191747),2020-06-03 22:25:05.064278+02
2,2,2020-06-03,4,SRID=3857;POINT(481514.438913 6582467.294186),2020-06-03 22:25:05.509736+02
2,2,2020-06-03,4,SRID=3857;POINT(481514.052422 6582462.309145),2020-06-03 22:25:05.920694+02
2,2,2020-06-03,4,SRID=3857;POINT(481511.733477 6582432.398905),2020-06-03 22:25:08.080694+02
2,2,2020-06-03,4,SRID=3857;POINT(481511.433287 6582428.526995),2020-06-03 22:25:08.360308+02
2,2,2020-06-03,4,SRID=3857;POINT(481511.502309 6582423.527472),2020-06-03 22:25:08.720308+02
2,2,2020-06-03,4,SRID=3857;POINT(481511.502309 6582423.527472),2020-06-03 22:25:09.341017+02
2,2,2020-06-03,4,SRID=3857;POINT(481511.544606 6582420.463724),2020-06-03 22:25:10.260228+02
2,2,2020-06-03,4,SRID=3857;POINT(481511.517102 6582415.4638),2020-06-03 22:25:11.010228+02
2,2,2020-06-03,4,SRID=3857;POINT(481511.489597 6582410.463875),2020-06-03 22:25:11.510228+02
2,2,2020-06-03,4,SRID=3857;POINT(481511.462092 6582405.463951),2020-06-03 22:25:11.885228+02
