name,pop_max,geom,cluster
Buchanan,48315,0101000020E610000053E9279CDD1A24C01A7AD51412AA1740,9
Buchans,685,0101000020E61000002E80DF75EC6E4CC0F624558094684840,5
Bucharest,1942000,0101000020E61000005AFB969416193A405A6F8A7DB8374640,2
Bucheon,866000,0101000020E6100000A8058AB3FDB15F406F59CF5A1BC04240,1
Budapest,1679000,0101000020E6100000F2B798FAD4143340DF933DF83FC04740,2
Budaun,161555,0101000020E6100000BA55C675C2C55340362ED27AAE073C40,7
Buea,90088,0101000020E6100000E8853B17467622404E1DF521B99E1040,9
Buenaventura,252805,0101000020E61000006B5E7AA03A4353C0839D071CAEFA0E40,5
Buenos Aires,12795000,0101000020E6100000C04F64935C374DC04A9C4EE52B4E41C0,4
Buffalo,1016000,0101000020E6100000A8D19AD571B853C0F1868FE3E2704540,5
Bugrino,300,0101000020E6100000F1D187D3EEA648406E484849B4335140,7
Bugt,17457,0101000020E6100000C9BC9F64BC7B5E40177DAAAF53644840,1
Bugulma,91900,0101000020E61000009714692CAB654A4047D7964BF4464B40,7
Buguruslan,53511,0101000020E61000004591FF136D374A401D609CAEDDD44A40,7
Buizhou,115893,0101000020E6100000B729AF1B017F5D4068F62296B2B04240,1
Bujumbura,331700,0101000020E61000004ADC195C295C3D40BF8D83013A020BC0,3
Bukachacha,3372,0101000020E61000007F4B00FEA93A5D40DC28571DDE7D4A40,1
Bukama,38770,0101000020E6100000F42CAD2B0BD73940D2B47A3D4E6B22C0,3
Bukavu,436779,0101000020E61000005F679EB70CD73C40763EF2BD751404C0,3
Bukhara,319476,0101000020E6100000C81C1549851B5040BB3C4272D7E34340,7
Bukittinggi,506964,0101000020E61000005AD3612A2217594052D735B5C766D3BF,8
Bukoba,100504,0101000020E610000081971936CACC3F40007AD0A22D1DF5BF,3
Bulaevo,9886,0101000020E6100000E5BA849E289C514051C3126AE1734B40,7
Bulandshahr,198612,0101000020E610000003FA33724C76534040BE840A0E693C40,7
Bulawayo,699385,0101000020E6100000569DD5027B943C40DAE6C6F4842B34C0,3
Bulgan,17348,0101000020E61000005BA5057907E2594026998BAEC1674840,1
Bullhead City,37989,0101000020E6100000417859B851A45CC06A45E570F7924140,0
Buluko,1192,0101000020E6100000CCB4FD2B2B873C408774D3C15539E8BF,3
Bulungu,48344,0101000020E6100000F3E49A02999932404A928C41CC3212C0,3
Bumba,160539,0101000020E610000044E68013C075364001D072EA14850140,3
Bunbury,26998,0101000020E6100000327D65949DE95C4074C5D67D11AC40C0,6
Bundaberg,52472,0101000020E6100000AC08ED8B3A0B6340729648580AE138C0,6
Bungoma,55962,0101000020E6100000B9269309AE4741404DAFDEF2A240E23F,3
Bunia,96764,0101000020E6100000C0E8F2E6703D3E40DA081FA56DF7F83F,3
Buon Me Thuot,349945,0101000020E610000027B627ED32035B403E1CC98A86552940,8
Bur Safaga,32944,0101000020E6100000CFDFDFFB76F74040F8A2E2A4D5BB3A40,2
Bur Said,623864,0101000020E61000009D8944FC1E254040284B08B18E423F40,2
Buraydah,398581,0101000020E6100000EC7541333EFB45407A30CE84CB5D3A40,7
Burco,106593,0101000020E6100000D8E9ACBB1EC54640A38DC81C700A2340,3
Burdur,66158,0101000020E6100000BA4BE2AC88483E408EECA584BBDB4240,2
Burgas,195966,0101000020E6100000A6C5CF3582793B40C442AD69DE414540,2
Burgos,170183,0101000020E610000068E66E7C92700DC0E4C924D9D92C4540,2
Burhanpur,197233,0101000020E6100000FF3BA3B1080B534030C21A50D6483540,8
Buriram,47292,0101000020E6100000DB17D00B77C75940773DE2A139002E40,8
Burketown,200,0101000020E610000027A089B021726140EE79FEB451B731C0,6
Burley,14042,0101000020E61000008FBEEE19AE725CC0EF61E58695444540,0
Burlington,93807,0101000020E6100000E1BEC40E994D52C0723F96F4E63C4640,5
Burlington,29773,0101000020E6100000E9FEFB9D37C756C0F3284B636A674440,5
Burnie,19972,0101000020E6100000400D2950553D62408CE72274868844C0,6
Burns Lake,2635,0101000020E610000081ECF5EE0F715FC035AA1D0FC71B4B40,0
Burrel,15405,0101000020E61000003B38D89B18043440A8E90EBD20D04440,2
Bursa,1492000,0101000020E610000093ECC7DC6B113D401A3F43EED8194440,2
Bururi,20393,0101000020E610000050E27327D89D3D4018D8BEDB179B0FC0,3
Burwash Landing,73,0101000020E610000039AE9003006061C05529E219D9AC4E40,0
Burylbaytal,100,0101000020E6100000F7EAE3A1EF815240F1F274AE28784640,7
Busan,3480000,0101000020E610000058117F5E4220604029E0E8746A8C4140,1
Busia,47100,0101000020E610000050B9D3E7B4094140036CF6F69D15DD3F,3
Businga,34247,0101000020E61000002B1F381DB7DE3440ADB13A2817B90A40,3
Busselton,10214,0101000020E6100000C55CAD6E50D65C4051A4FB3905D440C0,6
Buta,45677,0101000020E610000096911F9672BD3840F032C346598F0640,3
Butare,77000,0101000020E61000009E46B5E3E1BA3D402999F7938CB704C0,3
Butembo,286403,0101000020E610000006065ACBAE473D408EF3ED13F6A3C03F,3
Butha-Buthe,16330,0101000020E61000009BF2D71A00403C4053A236BBFFBF3CC0,3
Butte,34190,0101000020E61000003E14BB6C2A225CC07D0ADBAA7F004740,0
Butterworth,821652,0101000020E6100000C96251C7991959404F6DBAAF14AB1540,8
Butuan,190557,0101000020E610000075763238CA625F404A4CAB7C2AE62140,8
Buur Gaabo,3096,0101000020E6100000DC40CB040DED44403D03345BC336F3BF,3
Buurhakaba,31267,0101000020E6100000807CAE5BA90A4640E75E16C90D450640,3
Buy,26486,0101000020E61000006DD795E01EC3444090AFF3250A3E4D40,2
Buyant-Uhaa,8776,0101000020E61000007664F6C399895B405156C2C9EC6E4640,1
Buynaksk,75800,0101000020E61000009337C0CC778E4740536F57F9AF6A4540,7
Buzmeyin,40813,0101000020E6100000459F8F32E21A4D40B65E1D119D064340,7
Buzuluk,87714,0101000020E6100000D030105F81214A40CEA387461C644A40,7
Buzău,130954,0101000020E6100000751E15FF77CE3A405BD07B6308944640,2
Bydgoszcz,366452,0101000020E6100000B7EB4A708F0232405F8319AE698F4A40,2
Byron Bay,6764,0101000020E6100000B3F4FCC49C336340F78F85E810A83CC0,6
Bytom,662247,0101000020E6100000BEED539FF5E832401F69CB14CE2C4940,2
Byumba,70593,0101000020E6100000FA449E245D0F3E402A28FB9DDC45F9BF,3
Bávaro,795,0101000020E610000015F2F741CC1C51C08E72D5E18DB73240,5
Bærum,113659,0101000020E61000007BF486FBC8B12640E06CCE1CEDF44D40,2
Béchar,143382,0101000020E610000006AC0B2E0CD701C0B4684B67719C3F40,9
Béja,59567,0101000020E6100000C8FEC3A74A6122409C29BEEB7D5D4240,2
Béjaïa,384937,0101000020E610000028D0CC38B2471440344E9E0D54614240,2
Békéscsaba,65206,0101000020E6100000DDBEFD6FDB193540F22B312A04564740,2
Bélabo,22553,0101000020E6100000ED4F3D2D9A992A40646FCE2D19BC1340,9
Béni Ounif,5628,0101000020E61000002737E565A805F4BF19D709794E064040,9
Béziers,81438,0101000020E610000002017C0107AE09406540ACEDDCAC4540,2
Bălți,151355,0101000020E61000003718EAB0C2E73B40912CBBBB29E14740,2
Bạc Liêu,225000,0101000020E61000006D6F5C6B146E5A40B2344B5D8D8F2240,8
Bắc Giang,53728,0101000020E6100000A9C53B1BCD8C5A40614491A45A443540,8
Bắc Kạn,29227,0101000020E6100000BD8A315555755A40BFF7922122223640,8
Caacupé,21696,0101000020E61000003A765089EB914CC068FD778E126339C0,4
Caazapá,5504,0101000020E6100000BE648808A4304CC00924175234333AC0,4
Caballococha,3195,0101000020E6100000AE2AFBAE88A051C053CDACA580540FC0,4
Cabanatuan,220250,0101000020E6100000B220DE848C3D5E408C63C9C111012F40,8
Cabimas,441094,0101000020E6100000AF40F4A4CCDC51C068E1575128DC2440,5
Cabinda,91791,0101000020E6100000A0D33DFC46612840DB5438DD0D3D16C0,3
Cabo Frio,261721,0101000020E6100000A34CB4F51D0545C0D4E06C29D6E336C0,4
Cabo San Lucas,42601,0101000020E6100000862CC198E3795BC01E4D9AAB8BE43640,5
Cabo de Santo Agostinho,146219,0101000020E61000000F5542C1D68341C07ABB6FC67A9420C0,4
Caboolture,31513,0101000020E6100000A8F9CF3F661E634046DBE7E73C153BC0,6
Caborca,57357,0101000020E610000099B85510830A5CC010A0956A55B73E40,0
Cacheu,10490,0101000020E6100000996379573D2A30C0FA60191BBA892840,9
Cachoeira do Sul,74694,0101000020E610000009EC20657A744AC0010DDBBBAB073EC0,4
Cachoeiro de Itapemirim,187019,0101000020E61000003BCE2335A39044C022D9C81A9AD934C0,4
Cacolo,984,0101000020E6100000ABE16C848F423340752D10F39B4C24C0,3
Cadillac,14097,0101000020E610000075D65D8F785A55C0C22C59BA27204640,5
Cadiz,283157,0101000020E61000008C7ED9E2BFD35E40452FFE11E1EA2540,8
Caen,190099,0101000020E6100000B3CB5C853966D6BF6E02C23D85974840,2
Cafayate,11785,0101000020E610000048CBDCD7DC7D50C06BBD3A223A153AC0,4
Cagayan de Oro,1121561,0101000020E6100000A7BFA8EEDB2B5F40707D586FD4E62040,8
Cagliari,291511,0101000020E61000002EC72B103D3522407B99CD88779C4340,2
Cahul,63407,0101000020E61000007066AA16C7313C403213567435F44640,2
Caibarién,39140,0101000020E6100000A737482D39DE53C08FF172220B843640,5
Caicó,54934,0101000020E610000014799274CD8C42C0F85C5C99A6D619C0,4
Cairns,154225,0101000020E6100000D770EC346D3862407B95C67949E330C0,6
Cairo,11893000,0101000020E6100000E9AC60657E3F3F40AB7587B9490D3E40,2
Cajabamba,13486,0101000020E610000034524A638F8253C03F4DD2A1787A1EC0,4
Cajamarca,142665,0101000020E6100000584744E7EBA153C0F15C29159E991CC0,4
Calabar,461796,0101000020E6100000FED071DAF8A820409B7631CD74D71340,9
Calabozo,117132,0101000020E6100000EBBF739428DC50C0D69CCDF45CDC2140,5
Calais,92201,0101000020E6100000AFAD44454155FD3F990C6C3AA7794940,2
Calais,3306,0101000020E6100000F833BC5983CF50C021414C1D3F954640,5
Calama,143084,0101000020E61000009F49511DE13A51C003C30314347336C0,4
Calatrava,628,0101000020E6100000B305291D51D62240934AC2CFC9DCF13F,9
Calbayog,67921,0101000020E6100000791563AAAA265F407FC2D9AD65222840,8
Calbuco,12490,0101000020E610000033E6AFD5754C52C048CB77B958E144C0,4
Caldera,10259,0101000020E610000049D0042F1FB551C0F361AC25D3113BC0,4
Caldwell,132476,0101000020E6100000D66E6017EA2A5DC0D56993799AD44540,0
Calgary,1110000,0101000020E6100000696677923E855CC0B2193B3CDF8A4940,0
Cali,2254000,0101000020E6100000737DC4541F2053C082CAF8F719370B40,5
Callao,876877,0101000020E61000008FE3874AA34853C0E4AF7F8DDA2328C0,4
Caloundra,38706,0101000020E6100000D7F26F3C442463400D4059E7CECC3AC0,6
Calucinga,531,0101000020E6100000B745990D32333040D8CC6B36A0A326C0,3
Calulo,795,0101000020E6100000AE23B31FCECC2D404A78E7F5CCFF23C0,3
Caluula,513,0101000020E610000065F38299006049403D5EEDCD14EF2740,3
Cam Ranh,146771,0101000020E6100000C05F27501F4E5B405D68531AD6CD2740,8
Camabatela,12837,0101000020E61000000190C99871BD2E404A2C8430126120C0,3
Camacupa,19828,0101000020E61000003C31EBC550783140389E74C7070A28C0,3
Camagüey,347562,0101000020E61000005F65C80CAF7A53C0727CFEC57D613540,5
Camaná,20956,0101000020E610000090BB0853142E52C06773E6689F9E30C0,4
Camaquã,53169,0101000020E61000005A1E5A1AAEE749C060394206F2D63EC0,4
Camargo,4715,0101000020E6100000266CE45F704D50C017A29E99BBA334C0,4
Cambridge,15192,0101000020E6100000B825CD7A0CEF65401A1131CAD8F142C0,6
Cambridge,128488,0101000020E6100000814875F002DBBD3F93F30F6CA6194A40,2
Cambridge Bay,1477,0101000020E610000036FD7ED621425AC0614557337C475140,0
Cametá,45200,0101000020E61000007CB5A33847C148C0C3F92F6BBDEA01C0,4
Camiri,27961,0101000020E61000006A3A96D28EC24FC0C723021FCD0C34C0,4
Camocim,44481,0101000020E6100000026AC592CD6C44C0A03D4D1C2F3307C0,4
Camooweal,187,0101000020E61000002308A1CDBB43614035B808E7AEEA33C0,6
Campana,81612,0101000020E6100000D5319D8CE07A4DC092FD3DC27A1441C0,4
Campbell River,33430,0101000020E6100000B3D881CEFF4F5FC08E14DBEE2F024940,0
Campeche,205212,0101000020E6100000E27327D8FF9F56C07A0327367AD43340,5
Campina Grande,417261,0101000020E6100000B2B6CE64A4F041C05BB9725188EB1CC0,4
Campinas,2791000,0101000020E61000008CA5DE40278747C00CCB9AFE6BE836C0,4
Campo Belo,47491,0101000020E6100000152C1F93D6A346C05849754BBCE334C0,4
Campo Grande,778000,0101000020E610000018607A562D4F4BC02049A4C8B57234C0,4
Campo Maior,31739,0101000020E61000001E5036E50A1745C044F174F8B54713C0,4
Campo Murao,75401,0101000020E6100000C0159A35C2354AC0F8318BF5B20C38C0,4
Campoalegre,22568,0101000020E610000067D2A6EA1ED552C01344DD0720850540,4
Campobasso,50762,0101000020E61000000B934EC9DE4F2D40B616C15A10C84440,2
Campos,387417,0101000020E610000017050B71F6A844C02B8B1DE8FCBF35C0,4
Camrose,15808,0101000020E6100000AEE98BCE43345CC04DF4F92823824A40,0
Can Tho,1121000,0101000020E6100000E7F230FE47715A402F17F19D98192440,8
Cananea,33433,0101000020E6100000862EF2FC33935BC06BD03C258CFD3E40,0
Canatlan,10342,0101000020E6100000C3FD367AEB315AC0A951A3EB1D853840,5
Canavieiras,26375,0101000020E6100000756BE399E17A43C0632AFD84B3472FC0,4
Canberra,327700,0101000020E610000078AA8DFB20A4624000AB23473AA441C0,6
Cancún,542043,0101000020E6100000321B09D91EB555C05223997A822B3540,5
Canela,60806,0101000020E61000006BB75D68AE6749C0A90C2DFC2A5C3DC0,4
Canelones,19698,0101000020E6100000EA4141295A244CC0008FA850DD4441C0,4
Cangamba,1307,0101000020E6100000D97C5C1B2ADC3340821E6ADB30662BC0,3
Cangzhou,527681,0101000020E61000003C05AF4CAE375D40288DE26602294340,1
Canindé,42720,0101000020E6100000D7112CB3ADA743C09E1848066F6611C0,4
Cankuzo,6585,0101000020E610000053F4763A46843E40DCECB4DA685509C0,3
Canoas,600000,0101000020E61000009658BED3099749C08CED5AE784EB3DC0,4
Canoinhas,41498,0101000020E6100000B00C6080333349C0505F854A122E3AC0,4
Canton,258660,0101000020E610000088E7B68E3B5854C0A375543541664440,5
Cantwell,222,0101000020E610000010AC4FDE6C9E62C09065C1C41FB24F40,0
Cao Bằng,41112,0101000020E61000005D0BC4FC26915A402C1B8CC7FBA93640,8
Cao Lãnh,149837,0101000020E61000006815472FB4685A401C7519A31AEF2440,8
Cap-Chat,1484,0101000020E6100000FFECA243BBAB50C0FDB2C57FCB8C4840,5
Cap-Haïtien,281487,0101000020E61000001C78B5DC990D52C0006432665CC23340,5
Capanema,47766,0101000020E610000007280D350A9747C07DD8C177510AF3BF,4
Cape Coast,143015,0101000020E61000006153E751F1FFF3BF51A4FB3905711440,9
Cape Coral,132489,0101000020E610000027FB4223B37E54C01A70F14B589A3A40,5
Cape Dorset,1326,0101000020E6100000D4546012782253C0C4B6A05200145040,5
Cape Girardeau,40427,0101000020E6100000BCDFB254286156C02E313B3025A74240,5
Cape Town,3215000,0101000020E6100000DD4834DCDB6E3240AB0C3E2883F540C0,3
Capenda-Camulemba,80000,0101000020E6100000F5633843166E3240102D6810D5D622C0,3
Capitan Arturo Prat Station,41,0101000020E61000003A2009FB76D74DC09710BDD6EF3F4FC0,4
Capitan Pablo Lagerenza,1200,0101000020E6100000EAD9626D42644EC0D37F7B4386EA33C0,4
Capitol Hill,2500,0101000020E610000018552BB8043862406851E971296C2E40,1
Capitão Poço,32704,0101000020E610000015FF7744858B47C0772A85E574FEFBBF,4
Caracaraí,11368,0101000020E6100000FD42D9A557904EC0BD70E7C2480FFD3F,4
Caracas,2985000,0101000020E6100000E9047E9ED0BA50C0A669ABED81012540,5
Carahue,11875,0101000020E6100000B78B1F19E14A52C0B93BC670D05A43C0,4
Caratinga,60066,0101000020E61000008E469968EB1145C0BCA9EDCB3ECA33C0,4
Carazinho,59417,0101000020E6100000E3AF24D467664AC07BBA5FAA3E4A3CC0,4
Carbondale,32444,0101000020E610000076DD5B91184E56C0F61E78C608DD4240,5
Cardenas,15331,0101000020E610000028165344E1EA58C02F9809D000003640,5
Cardiff,861400,0101000020E61000001D4805B93D5709C0D1380476C6BD4940,2
Carhué,7190,0101000020E6100000D0DCF934DD5D4FC0CB9B68FC679742C0,4
Carlini Base,60,0101000020E61000009C6A2DCC42534DC0880C50BFB01C4FC0,4
Carlisle,72633,0101000020E61000008CB15DEB9C7007C0F491EFADA3704B40,2
Carlsbad,25302,0101000020E6100000BCABC3769C0E5AC0CF6BEC12D5354040,5
Carmelo,16921,0101000020E61000007847212466264DC09CFFB2D6ABFE40C0,4
Carnarvon,5785,0101000020E61000009C0D43F520223640D658C2DA18F33EC0,3
Carnarvon,7392,0101000020E61000007B7AB6589B695C40B3B27DC85BE638C0,6
Carnot,38071,0101000020E610000050430A54B5BB2F40646FCE2D19BC1340,3
Carora,149711,0101000020E6100000A3320FAA1E8551C07788DA9145612440,5
Carpina,165579,0101000020E610000017FAA2837FA041C05DB8691CCC631FC0,4
Carson City,57341,0101000020E6100000B853DF9E0CF15DC0D47FD6FCF8944340,0
Cartagena,887000,0101000020E6100000B92869B40BE152C074A0E293A9CD2440,5
Cartagena,201274,0101000020E610000079F1344F645CEFBF078662E1DACC4240,2
Cartago,196946,0101000020E6100000C25FDDC284FB54C0518138B46DBD2340,5
Cartago,134827,0101000020E6100000CEBB56E73DFA52C06E9A88C8FAFF1240,5
Cartwright,505,0101000020E6100000FFB7EDD68D814CC06A1904B1C7D94A40,5
Caruaru,242094,0101000020E610000008DD6FFE70FD41C0E715F4835F8F20C0,4
Carúpano,126293,0101000020E6100000CCC4BEAE709D4FC05A3AD5100B572540,5
Casa Grande,44655,0101000020E6100000D4939E8E6CF05BC01CF972558F704040,0
Casablanca,3181000,0101000020E610000033BA281F27791EC0AD1E8BC80BCD4040,9
Cascavel,257172,0101000020E6100000AADAC93BE2BA4AC0C806D2C5A6F538C0,4
Caserta,250000,0101000020E61000009525DF11BAAC2C404E48C6C5AC874440,2
Casey Station,200,0101000020E6100000126A865451A25B40C6D5123C4F9250C0,6
Casma,30000,0101000020E6100000737C597F708D53C00B0E2F8848E122C0,4
Casper,60791,0101000020E6100000710DFB01B0945AC0CE1BB14E666C4540,0
Castanhal,137406,0101000020E6100000E822CF3F0BF747C075F4AE3033A2F4BF,4
Castello,180610,0101000020E61000009A571A9D989AA9BF7949528836FC4340,2
Castelo Branco,33479,0101000020E610000026D8C92AB6F31DC07E575FB8CEE74340,9
Castillos,7686,0101000020E6100000D567BDCE3CEA4AC07F51DDB7B51541C0,4
Castries,37963,0101000020E610000095C6CF8A167F4EC05CAD412308042C40,5
Castro,42091,0101000020E610000029893611470149C0B600231E3FCA38C0,4
Castro,29926,0101000020E6100000D4676215CA7052C019969A98893D45C0,4
Cat Lake,277,0101000020E6100000108B620333F356C040C868D3C7DB4940,5
Catalão,63544,0101000020E61000001D4AA3B899F947C03C6C2233172E32C0,4
Catamarca,188812,0101000020E6100000DB560E88EB7150C0415EB46C52783CC0,4
Catanduva,109612,0101000020E6100000A3D57F8C6F7D48C0866BFF14D82335C0,4
Catania,674542,0101000020E61000003B6B5CA4F5282E40A7BA360AFFBF4240,2
Catanzaro,95251,0101000020E610000064C8563C9A993040628CFE863F734340,2
Catió,9898,0101000020E61000004AE2C27D2C822EC0E509E26FCB8B2640,9
Cauquenes,31362,0101000020E61000008FEB2A7D121452C0B49D0312D1FC41C0,4
Caxias,134640,0101000020E61000008B1FBEA7CDAC45C07E271C30FE5413C0,4
Caxias do Sul,381270,0101000020E6100000C54263DCC39549C0BA9976D6132E3DC0,4
Caxito,28224,0101000020E610000059DDEA39E9512B40C54D57C1B92821C0,3
Cayambe,27881,0101000020E6100000F882BB583D8A53C0832161CE22CAA93F,4
Cayenne,61550,0101000020E6100000CE00721D3E2A4AC03FB1A94E62BB1340,4
Cazombo,298,0101000020E61000003B2300EE68E636402FD4AB1276C727C0,3
Caçador,63726,0101000020E61000007B15191D908249C0B42737401FC53AC0,4
Cañas,20306,0101000020E610000078D15790664655C068E1575128DC2440,5
Cebu,815000,0101000020E6100000DF24BCF37AF95E407CBB80F2D2A42440,8
Cedar City,27738,0101000020E6100000D6FECEF6E8435CC032B495F2B5D64240,0
Cedar Rapids,170621,0101000020E6100000E6E61BD13DEA56C04B9A9A5F28FC4440,5
Ceduna,1586,0101000020E61000009F06674B31B5604076734C71B00C40C0,6
Ceerigaabo,180000,0101000020E61000009D4DA2B9A9AA47404CA36E0CA62A2540,3
Celaya,383697,0101000020E6100000E062EA53333359C0531333B1AF873440,5
Celeken,1206,0101000020E610000082638511B18F4A40BDBE7BECD3B74340,7
Central Coast,3026,0101000020E61000009494AAA399E962403DBB7CEBC3B540C0,6
Centralia,18880,0101000020E6100000C0023D79FDBC5EC092808758B35B4740,0
Ceres,18759,0101000020E6100000DB45E22F77CD48C03295D97B4C9B2EC0,4
Cerrillos,11498,0101000020E61000003309CD64EE5E50C03DF5A33C4EE638C0,4
Cerro de Pasco,137232,0101000020E6100000B2834A5C471153C0F3F972B0486125C0,4
Ceuta,78674,0101000020E61000000591FB0C5E3A15C03FD69D38CAF14140,9
Chabahar,65801,0101000020E6100000185A9D9CA1504E408A0B9B5CE74C3940,7
Chacabuco,34587,0101000020E610000007B9E6E9B73E4EC06EBB75A3345341C0,4
Chachapoyas,25978,0101000020E61000002AC8CF46AE7753C03896C1621EEB18C0,4
Chachoengsao,49741,0101000020E610000000789F3EDD44594064E53C08A65B2B40,8
Chadron,5798,0101000020E6100000D4168D6B32C059C06F72AE17F9694540,5
Chagda,10,0101000020E61000000E6036A6CCBC6040E498D134CD0C4E40,1
Chaghcharan,15000,0101000020E6100000BF3E8402005050405327FB4223424140,7
Chaguaramas,15000,0101000020E61000001C5F7B66499050C0CEDF844204AC2240,5
Chainat,15469,0101000020E610000092B30B6110085940D5B48B69A65B2E40,8
Chaiyaphum,58350,0101000020E61000007B2068BB78825940816E79F6A69B2F40,8
Chake Chake,49959,0101000020E6100000453069E78FE24340F26904D149F514C0,3
Chalatenango,29271,0101000020E6100000CB661CFB073A56C044E032B3E0042C40,5
Chalkida,71842,0101000020E61000001821E120C69C3740A342D02C643B4340,2
Challapata,9114,0101000020E6100000882AA160EBB150C06880C1244BE632C0,4
Chaman,88568,0101000020E6100000BC60CB86909C5040B9B18F04D0EC3E40,7
Chamdo,100000,0101000020E610000047951D80944B584042D4ED7C14243F40,8
Chamical,8989,0101000020E61000000D7CFB29449450C0A8BDD2437E593EC0,4
Champasak,12994,0101000020E6100000D454601278775A40681B24E93FC42D40,8
Champotón,26636,0101000020E61000009C210B8714AE56C0C7736CF3B5593340,5
Chancay,26958,0101000020E610000029B74835475153C0C7759D57861E27C0,4
Chandigarh,979000,0101000020E610000044D554BBCB3153402A954B3ED1B83E40,7
Chandrapur,595118,0101000020E6100000C204245033D35340483BC9B150F83340,8
Changchun,3183000,0101000020E610000036CCD078A2555F40C88F9D5CF8EE4540,1
Changde,1469000,0101000020E6100000843AF6FD65EB5B406659E6632D083D40,8
Changhua,750000,0101000020E61000000D9FBEAFDB205E40EC055559CA123840,1
Changling,55841,0101000020E6100000E3923E085CFF5E40280351418F224640,1
Changping,614821,0101000020E6100000EA7EA9FA700C5D4006A2821EC51C4440,1
Changsha,2604000,0101000020E6100000003F3E7CF43D5C40B18BFDC0B0333C40,8
Changting,87458,0101000020E61000007ED81C3144145D4084995BC6F2DD3940,1
Changwon,1081499,0101000020E61000000726378AAC126040A7BD778A0B9C4140,1
Changyon,48984,0101000020E6100000A89BD54C88465F40F5A67DCE38204340,1
Changzhi,706000,0101000020E610000016574BF0BC465C406605D03989174240,1
Changzhou,1327000,0101000020E6100000183CF141F4FD5D4090C4268D2CC83F40,1
Channel-Port aux Basques,4220,0101000020E6100000AF7CF1A034934DC06756009D93C84740,5
Chanthaburi,99819,0101000020E6100000FBE2F7DB438659402A0F1CE1FE392940,8
Chaoyang,470296,0101000020E61000005D43BAE9E01A5E403683AE3374C64440,1
Chaozhou,424787,0101000020E61000001DE4F56052285D405380DE0A17AE3740,8
Chapadinha,40804,0101000020E61000005B49867714AE45C03BEA43728DEA0DC0,4
Chapaev,6000,0101000020E6100000761C9A0D8D924940222933EF82184940,7
Chapayevsk,107164,0101000020E610000037853A51B7DC48408B9D3AA0B67C4A40,7
Chapleau,2663,0101000020E6100000D58338C599D954C08BF95EE8B6EA4740,5
Charagua,3025,0101000020E6100000D4DF0154279C4FC099017855B1CC33C0,4
Charata,18297,0101000020E610000058AA0B7899994EC0D69695815E373BC0,4
Charaña,197,0101000020E6100000B9F9EBBADC5D51C0B34BAF28809931C0,4
Charikar,53676,0101000020E610000092866412BF4A51407A223E6656824140,7
Charleroi,345367,0101000020E6100000D2890453CDCC11402B6D718DCF354940,2
Charleston,411940,0101000020E61000004E2DB6A47EFF53C08DCD339B6C654040,5
Charleston,123799,0101000020E6100000A730009E7E6854C09015FC36C42C4340,5
Charleville,1900,0101000020E6100000DCE1653C0048624060BD9BB866663AC0,6
Charlotte,995000,0101000020E61000001B5366393F3554C04F1CE5057D9A4140,5
Charlottesville,87925,0101000020E610000062C735F4859E53C029F3EA77BC034340,5
Charlottetown,42402,0101000020E61000006CD2C842CF904FC04EBF9F75E81F4740,5
Charters Towers,9573,0101000020E610000038143E5B474862402001ED58B61434C0,6
Chascomús,21054,0101000020E6100000662893BF20024DC0EBBE08BF79C841C0,4
Chattanooga,257589,0101000020E61000001E5EC603005055C0DC06FF6CF5884140,5
Chattogram,4529000,0101000020E61000005000C5C812F35640DFCB33E5F9543640,8
Chauk,90870,0101000020E6100000E9F582AAACB457400F2BDCF291E83440,8
Chañaral,13543,0101000020E61000007D5C1B2AC6A751C0D3BCE3141D593AC0,4
Cheboksary,446781,0101000020E6100000839664D300A04740EE7893DFA2104C40,7
Chegdomyn,14855,0101000020E61000000C48B192C5A06040974DCAEE138F4940,1
Chegga,10,0101000020E61000001DB8B9E7AF1E17C0A462ADEB61613940,9
Chelyabinsk,1091000,0101000020E61000008AF72D84E6B74E40B903D08316944B40,7
Chelyuskin,885,0101000020E610000036CEA62300105A40BCE6FAE3E26D5340,1
Chemnitz,302643,0101000020E6100000B535221807D72940705A95E93C6A4940,2
Chengde,449325,0101000020E610000015D16520857B5D40039FD5B8ED7A4440,1
Chengdu,4123000,0101000020E6100000256E5F515B045A40692E81A504AC3E40,8
Chennai,7163000,0101000020E6100000B603649ECB115440F1CC15EF112F2A40,8
Chenzhou,322997,0101000020E61000004B96EE09ED415C400C5A48C0E8CC3940,8
Cheongju,775096,0101000020E610000037D263A513E05F4017B776476B524240,1
Chepes,6020,0101000020E6100000CC8D339765A650C070067FBF98593FC0,4
Cherbourg,60991,0101000020E61000003EFE1C305966FABFAA0AB20A40D34840,2
Cheremkhovo,57395,0101000020E6100000BF8D8301BAC4594017ABBCD353944A40,1
Cherepanovo,20125,0101000020E6100000EDAB61759AD7544024FE7277E71D4B40,7
Cherepovets,311850,0101000020E6100000505667107AF4424092A4B5B3F9914D40,2
Cherkasy,297568,0101000020E6100000A9A44E401309404023B42FEAA4B74840,2
Cherkessk,116224,0101000020E6100000BF87A647AE07454066BB421F2C254640,7
Cherlak,12122,0101000020E61000003EA0223D7BB45240DD1B8D8D8A144B40,7
Chernihiv,307684,0101000020E6100000B1E485CF314D3F404EE3288AA1C04940,2
Chernivtsi,298251,0101000020E610000099507754EBEB3940E4A25A4414274840,2
Chernobyl,0,0101000020E61000007EDEF9EA4F193E40D9695A18D8B14940,2
